course_code,prof_id,summary,metadata
INI100,2696905.0,Professor Nayman is so knowledgeable and passionate about the films he teaches. Content and lecture style is fun but the grades likely won't reflect how much effort you've put into the course. There are require readings before class and participation matters because there are movies watching in class.,"Summarize the following student feedback in a formal, third-person tone.
Course: INI100
Professor ID: 2696905
Avg Quality: 4.0
Avg Difficulty: 2.6
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A-"
INI101,2271052.0,"Professor ID: 2271052Professor Rating: 3.0/3.0. Grade Mode: A/3/4. The professor is an easy-going guy and maybe unclear grading, but he gives good marks if you actually show up to the once-a-week lecture.","Summarize the following student feedback in a formal, third-person tone.
Course: INI101
Professor ID: 2271052
Avg Quality: 3.0
Avg Difficulty: 1.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
INS201,2582093.0,"Student feedback on an Indigenous studies course in Canada. Summarize the following student feedback in a formal, third-person tone. Professor ID: 2582093Professor Rating: B-Grade Mode: B+","Summarize the following student feedback in a formal, third-person tone.
Course: INS201
Professor ID: 2582093
Avg Quality: 3.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: B+"
INS480,2582093.0,"Professor ID: 2582093Professor Rating: A-Grade Mode: A+ Grade Mode: ""A+"" Grade Mode ""A"" Grade mode ""B-"" grade mode ""C"" grade Mode ""B"" grademode ""A-""Grade Mode ""F"" gradeMode ""A-"" grade mode=""A"" grade modes ""B+"" grade"" grade=""A+","Summarize the following student feedback in a formal, third-person tone.
Course: INS480
Professor ID: 2582093
Avg Quality: 5.0
Avg Difficulty: 1.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A+"
IRE346,2918087.0,"Professor Santiago is caring and responsive, always adapting his teaching to support students. The TA was very rigid with grading, not accepting alternative but reasonable answers. This limited critical thinking. Overall, the course was great, but assessment flexibility could improve.","Summarize the following student feedback in a formal, third-person tone.
Course: IRE346
Professor ID: 2918087
Avg Quality: 5.0
Avg Difficulty: 3.17
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
IRE3635,1871038.0,"This compensation course is my fav this semester! I would recommend this course to everyone! So helpful! There were 1-2 classes that focused on excel which realy freaked me out. Once you master the skill you realized that this will be  super useful in your future life! Overall, great prof, great class!","Summarize the following student feedback in a formal, third-person tone.
Course: IRE3635
Professor ID: 1871038
Avg Quality: 3.5
Avg Difficulty: 3.33
Thumbs Up: 4
Thumbs Down: 1
Grade Mode: Unknown"
IRE3640,3052389.0,"The professor was a tough grader with unclear expectations, making the course unnecessarily stressful. Requiring over 30 pages of writing for an elective was absurd, especially with no proper guidance or feedback. This the worst course experience ever by far in the graduate program.","Summarize the following student feedback in a formal, third-person tone.
Course: IRE3640
Professor ID: 3052389
Avg Quality: 1.0
Avg Difficulty: 5.0
Thumbs Up: 1
Thumbs Down: 0
Grade Mode: B"
IRE367,1871038.0,Professor is a bro and a half. Wears suits and striped ties. Genuinely caring and tries to bring out the best in his students. He is a very dapper man.,"Summarize the following student feedback in a formal, third-person tone.
Course: IRE367
Professor ID: 1871038
Avg Quality: 3.5
Avg Difficulty: 4.0
Thumbs Up: 1
Thumbs Down: 0
Grade Mode: Unknown"
ITA100,2170856.0,Professor ID: 2170856Professor Rating: 5.0/5.0. Course: ITA100/100. Grade Mode: Unknown/Unknown/Grade Difficulty: 2/2/2.,"Summarize the following student feedback in a formal, third-person tone.
Course: ITA100
Professor ID: 2170856
Avg Quality: 5.0
Avg Difficulty: 2.0
Thumbs Up: 67
Thumbs Down: 5
Grade Mode: Unknown"
ITA100,2410074.0,"Sara is very kind, friendly, caring, approachable, knowledgeable, and funny! She made tutorials fun, engaging, and informative even though they were online. Her tutorial was probably my favourite that I've ever taken in university.","Summarize the following student feedback in a formal, third-person tone.
Course: ITA100
Professor ID: 2410074
Avg Quality: 5.0
Avg Difficulty: 2.35
Thumbs Up: 17
Thumbs Down: 0
Grade Mode: Unknown"
ITA100,2920019.0,Professor Logan is one of the most brilliant people I have ever met. She cares so much about her students and will do everything she can to ensure their success and well-being. She is flexible with work and very approachable. Take her class!,"Summarize the following student feedback in a formal, third-person tone.
Course: ITA100
Professor ID: 2920019
Avg Quality: 5.0
Avg Difficulty: 1.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A+"
ITA101,2410074.0,"Sara always brings a smile and positive energy to the class. She is happy to answer any questions and offer help in and outside of class. On some of the more trickier lessons around grammar, she was excellent at breaking down concepts.","Summarize the following student feedback in a formal, third-person tone.
Course: ITA101
Professor ID: 2410074
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 1
Thumbs Down: 0
Grade Mode: Not sure yet"
ITA240,2237040.0,"Professor Zambenedetti is a really smart and nice professor, and a good lecturer too. There aren't many professors so level headed and considerate. The content was so great that  it never really felt boring. Would take again.","Summarize the following student feedback in a formal, third-person tone.
Course: ITA240
Professor ID: 2237040
Avg Quality: 4.5
Avg Difficulty: 2.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
ITA309,2170856.0,Marco is able to make students engage with the material and to look forward to the next class to learn. Had Marco last semester for Mafia cinema and he was AMAZING. As long as you understood the gist of the movies and showed up for the lectures pertaining to the movies you got an A!,"Summarize the following student feedback in a formal, third-person tone.
Course: ITA309
Professor ID: 2170856
Avg Quality: 5.0
Avg Difficulty: 3.25
Thumbs Up: 82
Thumbs Down: 0
Grade Mode: A"
ITA313,2170856.0,"Marco Lettieri is very knowledgeable and knows how to communicate complex material well. I am not a cinema student, but Marco made this information very accessible to me. I highly recommend him, his tests are a little difficult.","Summarize the following student feedback in a formal, third-person tone.
Course: ITA313
Professor ID: 2170856
Avg Quality: 5.0
Avg Difficulty: 4.0
Thumbs Up: 14
Thumbs Down: 0
Grade Mode: B+"
ITA314,3086721.0,"Midterms are overly chunky for only one hour to complete and she's not as nice as i thought. Summarize the following student feedback in a formal, third-person tone.","Summarize the following student feedback in a formal, third-person tone.
Course: ITA314
Professor ID: 3086721
Avg Quality: 2.0
Avg Difficulty: 4.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Rather not say"
ITA364,2400917.0,"Professor ID: 2400917. Professor ID: 25010117. Course: ITA364. Professor: 24010118. Course name: ""ITA364,"" course title: ""IAT364,"" professor: ""ITA364,"" student: ""2400917,"" student ID: 23010119.","Summarize the following student feedback in a formal, third-person tone.
Course: ITA364
Professor ID: 2400917
Avg Quality: 5.0
Avg Difficulty: 4.0
Thumbs Up: 2
Thumbs Down: 0
Grade Mode: B+"
ITA450,2410074.0,Sara is a really friendly and enthusiastic instructor - she did her best to make a 6-9pm class stimulating. She encouraged class participation and personal growth. I can definitely recommend her class.,"Summarize the following student feedback in a formal, third-person tone.
Course: ITA450
Professor ID: 2410074
Avg Quality: 5.0
Avg Difficulty: 2.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A+"
ITAL2616,2410074.0,Professor ID: 2410074. Professor: ITAL2616. Course name: ITal 2616. Professor's email address is:    iital2616@mailonline.com.,"Summarize the following student feedback in a formal, third-person tone.
Course: ITAL2616
Professor ID: 2410074
Avg Quality: 5.0
Avg Difficulty: 4.0
Thumbs Up: 1
Thumbs Down: 0
Grade Mode: A+"
JAV152,3022117.0,Rim was probably the best professor I had in my first year. The course is very content heavy but she splits each lecture into understandable chunks and recaps them at the halfway point and end. She is also very approachable at the end of the lectures.,"Summarize the following student feedback in a formal, third-person tone.
Course: JAV152
Professor ID: 3022117
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A-"
JAV200,2855291.0,"Lectures are unengaging and too lengthy for the information you get. Luis has no care nor perception for the obscene workload that he assigns to his students. Relatively easy assignments, but they hinge on the lectures which are unnecessarily long and repetitive.","Summarize the following student feedback in a formal, third-person tone.
Course: JAV200
Professor ID: 2855291
Avg Quality: 1.0
Avg Difficulty: 2.67
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Not sure yet"
JGI216,2348070.0,"Mary-Kay Bachour was the most kind, understanding and helpful prof. She really cares about her students and wants them to succeed. Think is not adept at lecturing yet, so class is disengaging. slides have too much superfluous theories that're never tested.","Summarize the following student feedback in a formal, third-person tone.
Course: JGI216
Professor ID: 2348070
Avg Quality: 3.5
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 1
Grade Mode: A-"
JGU346,2870513.0,"The lectures were long and felt like they could be more concise. Simplified lectures would have benefit to make terms clear. At times seemed annoyed that people did not know topics/ terms, but who's fault is that?","Summarize the following student feedback in a formal, third-person tone.
Course: JGU346
Professor ID: 2870513
Avg Quality: 2.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Not sure yet"
JGU346,3065034.0,"Rhonda Solomon is not equipped to be a professor quite yet. Lectures were disorganized, focused heavily on her research. Could be a great prof in 20 years time. Assignments were creative, but guidelines were always unclear.","Summarize the following student feedback in a formal, third-person tone.
Course: JGU346
Professor ID: 3065034
Avg Quality: 2.17
Avg Difficulty: 2.67
Thumbs Up: 8
Thumbs Down: 2
Grade Mode: A"
JLP315,3021392.0,Professor ID: 3021392. Professor: JLP315. Course: J LP315. Professor ID: JLP315. Class size: 1.5 students. Classroom size: 2.5. Prof: L2.,"Summarize the following student feedback in a formal, third-person tone.
Course: JLP315
Professor ID: 3021392
Avg Quality: 1.0
Avg Difficulty: 2.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Unknown"
JNH350,2077183.0,"Honestly, my favourite. Wish he stayed as a professor. Summarize the following student feedback in a formal, third-person tone. Course: JNH350.Professor ID: 2077183.","Summarize the following student feedback in a formal, third-person tone.
Course: JNH350
Professor ID: 2077183
Avg Quality: 5.0
Avg Difficulty: 2.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
JPI201,2883973.0,Professor Hartwick had many confusing dates and assignments. All the papers are the same and she gives you papers with sentence by sentence instructions. She assigned 100+ pages of readings and 2h of videos per week for a 200 level course.,"Summarize the following student feedback in a formal, third-person tone.
Course: JPI201
Professor ID: 2883973
Avg Quality: 1.0
Avg Difficulty: 2.0
Thumbs Up: 0
Thumbs Down: 1
Grade Mode: Unknown"
JWU100,1451681.0,"Professor ID: 1451681. Professor: ""Not good for me Great proff"" Course: JWU100. Prof: ""JWU 100"" Classroom: ""W-U-100"" Teacher: ""Professor""","Summarize the following student feedback in a formal, third-person tone.
Course: JWU100
Professor ID: 1451681
Avg Quality: 3.0
Avg Difficulty: 2.5
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Unknown"
KOR101,2582073.0,"Professor Wondy is an exceptional professor. She knows how to make her students feel good about themselves even though they may make small grammar mistakes. I love her cats. Summarize the following student feedback in a formal, third-person tone.","Summarize the following student feedback in a formal, third-person tone.
Course: KOR101
Professor ID: 2582073
Avg Quality: 5.0
Avg Difficulty: 5.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Unknown"
KOR666,2582073.0,Professor ID: 2582073. Professor: KOR666. Course: Kor666. Professor ID:2582073Professor: KOr666. course: K or666. professor: K OR666.,"Summarize the following student feedback in a formal, third-person tone.
Course: KOR666
Professor ID: 2582073
Avg Quality: 5.0
Avg Difficulty: 4.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A-"
KPE182,2964591.0,Danielle was an amazing prof! She kept everyone engaged during lecture and breaks the content down for easy understanding. She encourages everyone to participate and is very positive and passionate about her job. This course is very unorganized and does not prepare you for the exams. The TAs are the most inconsistent and unfair graders.,"Summarize the following student feedback in a formal, third-person tone.
Course: KPE182
Professor ID: 2964591
Avg Quality: 3.0
Avg Difficulty: 3.2
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
KPE255,3008044.0,"Student feedback on the KPE255 course. Summarize the following student feedback in a formal, third-person tone. The weekly panels had diverse groups of accomplished and eager guests with a wealth of knowledge about various career paths. Unfortunately, marking was unfair and vague, particularly on papers.","Summarize the following student feedback in a formal, third-person tone.
Course: KPE255
Professor ID: 3008044
Avg Quality: 3.5
Avg Difficulty: 3.5
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: B+"
KPE261,2502124.0,Professor ID: 2502124Professor Rating: 2.0/4.0. Grade Mode: Unknown. Level of difficulty: 4.0-4.5. Grade Quality: 2/2/2.0; Quality Difficulty: 4/4/5.,"Summarize the following student feedback in a formal, third-person tone.
Course: KPE261
Professor ID: 2502124
Avg Quality: 2.0
Avg Difficulty: 4.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Unknown"
KPE263,3005753.0,"The professor is genuinely the worst at explaining concepts and yet he will not explain vital concepts into getting answers. He expects students who commute to make the problem solving sessions in hours that are hard to make. If you have a good understanding of high school physics, you'll be able to get a 4.0 with moderate effort.","Summarize the following student feedback in a formal, third-person tone.
Course: KPE263
Professor ID: 3005753
Avg Quality: 1.33
Avg Difficulty: 3.33
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A+"
KPE282,2964591.0,"Similar to 182 with Frost, where TAs ran tutorials with a lot of inconsistent marking depending on who you got. Written exams weren't too difficult but for all the emphasis on critical thinking, the midterm exam was quite unfair in marking.","Summarize the following student feedback in a formal, third-person tone.
Course: KPE282
Professor ID: 2964591
Avg Quality: 3.0
Avg Difficulty: 1.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A+"
KPE333,2852270.0,"Professor Lowe was unprofessional, disrespectful and very disorganized. There is little information in the lecture but he expects perfection in assignments. Due times vary between noon to 6pm so its easy to miss, and late penalties are severe.","Summarize the following student feedback in a formal, third-person tone.
Course: KPE333
Professor ID: 2852270
Avg Quality: 1.0
Avg Difficulty: 4.8
Thumbs Up: 1
Thumbs Down: 0
Grade Mode: B-"
KPE342,2852270.0,The professor does not care about his students unless they are varsity athletes unprofessional overall. Questions lack clarity and we weren't given enough time to fully complete our answers. way too many assignments/ projects crammed into a single course. do not take this course.,"Summarize the following student feedback in a formal, third-person tone.
Course: KPE342
Professor ID: 2852270
Avg Quality: 1.5
Avg Difficulty: 3.75
Thumbs Up: 2
Thumbs Down: 0
Grade Mode: B+"
KPE391,3008060.0,"Student feedback on the KPE391 course. Summarize the following student feedback in a formal, third-person tone.Participation is a free 1)%. Passionate about this course despite her specialization in Sport Ecology, an adjacent field.","Summarize the following student feedback in a formal, third-person tone.
Course: KPE391
Professor ID: 3008060
Avg Quality: 4.0
Avg Difficulty: 2.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A+"
KPE420,2288660.0,"Student feedback on KPE420: ""Knew his stuff inside and out"" ""Highly recommend taking a course, inspired me to be interested in pediatric disability, medicine, and rehabilitation"" ""I hope he's back to teach it again""","Summarize the following student feedback in a formal, third-person tone.
Course: KPE420
Professor ID: 2288660
Avg Quality: 5.0
Avg Difficulty: 2.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Unknown"
KRN101,2582073.0,"Professor ID: 2582073. Summarize the following student feedback in a formal, third-person tone. Course: KRN101. Professor: ""Wendy's the best!!!""","Summarize the following student feedback in a formal, third-person tone.
Course: KRN101
Professor ID: 2582073
Avg Quality: 5.0
Avg Difficulty: 5.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: B"
LAS301,2661780.0,"Matthew Da Mota teaches Latin American Studies with such ease and brilliance. He is completely selfless, kind, caring, considerate and professional. He knows HOW to ensure you are learning. I wish I can have more classes with him.","Summarize the following student feedback in a formal, third-person tone.
Course: LAS301
Professor ID: 2661780
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
LAT101,2936147.0,"The LAT101 course is a great Latin course, recommended! Summarize the following student feedback in a formal, third-person tone. The course is offered in English, Spanish, and French.","Summarize the following student feedback in a formal, third-person tone.
Course: LAT101
Professor ID: 2936147
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
LAT101,2952866.0,LAT101 is a course in the Latin language. The professor is not easily accessible and does not know how to answer questions. There is limited discussion of introductory terms. The class is very homework heavy.,"Summarize the following student feedback in a formal, third-person tone.
Course: LAT101
Professor ID: 2952866
Avg Quality: 1.0
Avg Difficulty: 4.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Drop/Withdrawal"
LAT101,2967443.0,"Professor ID: 2967443Professor ID is 2967 443. Summarize the following student feedback in a formal, third-person tone. The course is LAT101. The professor is a professor at the University of Southern California.","Summarize the following student feedback in a formal, third-person tone.
Course: LAT101
Professor ID: 2967443
Avg Quality: 5.0
Avg Difficulty: 2.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A"
LAT102,2967443.0,"Professor is funny, takes her time with each student, truly loves what she does, and is supportive. Explores different methods of teaching to find what fits. Would take a class with her again, hands down.","Summarize the following student feedback in a formal, third-person tone.
Course: LAT102
Professor ID: 2967443
Avg Quality: 4.67
Avg Difficulty: 2.67
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: B+"
LAW125,1749030.0,"My absolute favourite professor! Highly recommend reading his book, Punishment & Freedom. It is a phenomenal piece of work and provides a detailed foundation of the legal theory from which his lectures are based. Summarize the following student feedback in a formal, third-person tone.","Summarize the following student feedback in a formal, third-person tone.
Course: LAW125
Professor ID: 1749030
Avg Quality: 5.0
Avg Difficulty: 4.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A+"
LAW243,1833166.0,"Professor ID: 1833166. Professor: Law243. Course: LAW243.Professor: Law and Justice. Students' feedback. Summarize the following student feedback in a formal, third-person tone. ""Really interesting course!""","Summarize the following student feedback in a formal, third-person tone.
Course: LAW243
Professor ID: 1833166
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 1
Thumbs Down: 1
Grade Mode: B+"
LAW4019,1833166.0,"She made us write papers prior to attending the class but graded us on the concepts discussed in the class. The paper was a response paper to the readings but if our opinions were contrary to the subject discussed, your opinion is labeled as incorrect. Uses guest speakers to discuss complex topics. Does not have clear grading criteria.","Summarize the following student feedback in a formal, third-person tone.
Course: LAW4019
Professor ID: 1833166
Avg Quality: 1.0
Avg Difficulty: 1.0
Thumbs Up: 1
Thumbs Down: 1
Grade Mode: Unknown"
LAW7572,2946685.0,"Professor Lui was relatable and clearly has mastery of her subject area. She has high expectations for assignments and doesn't provide much positive feedback. Summarize the following student feedback in a formal, third-person tone.","Summarize the following student feedback in a formal, third-person tone.
Course: LAW7572
Professor ID: 2946685
Avg Quality: 3.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Unknown"
LHA1004,2920170.0,"Student feedback on LHA1004.com. Summarize the following student feedback in a formal, third-person tone. The teacher is a terrible teacher, incredibly unethical. Despite warnings from previous cohorts, worse than imagined. He fell asleep, texted and took calls in class.","Summarize the following student feedback in a formal, third-person tone.
Course: LHA1004
Professor ID: 2920170
Avg Quality: 1.0
Avg Difficulty: 4.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A+"
LHA1108,1914610.0,"Professor Sawchuk is amazing! His lectures were interactive considering everything was online, and he was always available to answer a question. This is a writing-based course, but keep up with the readings and take notes, hell notice when you do.","Summarize the following student feedback in a formal, third-person tone.
Course: LHA1108
Professor ID: 1914610
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A+"
LHA1846,2921919.0,"Mary is knowledgeable, approachable, and inspiring. She is a perfect choice to teach this course. It was demanding, but each session was memorable and has inspired me. Deserving of the highest accolades I am inspired by this prof.","Summarize the following student feedback in a formal, third-person tone.
Course: LHA1846
Professor ID: 2921919
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 1
Thumbs Down: 0
Grade Mode: A"
LIN102,2490342.0,"Arrogant, unhelpful and rude. Even if you attend class and lecture you'll have no idea what he's talking about. Too much for a introductory course Worst prof ever.","Summarize the following student feedback in a formal, third-person tone.
Course: LIN102
Professor ID: 2490342
Avg Quality: 1.0
Avg Difficulty: 5.0
Thumbs Up: 3
Thumbs Down: 0
Grade Mode: Drop/Withdrawal"
LIN102,2877607.0,"Linguistics class is very disorganized and any learning must be done on own accord. Homework grading wasn't clear either-was told on the syllabus the lowest pieces of homework are dropped, but changed the grading system near the end of the course.","Summarize the following student feedback in a formal, third-person tone.
Course: LIN102
Professor ID: 2877607
Avg Quality: 2.33
Avg Difficulty: 2.67
Thumbs Up: 2
Thumbs Down: 1
Grade Mode: A"
LIN102,3102524.0,"Good lecturer, explains things very clearly, offers a lot of examples, and always takes her time to answer questions. Her lecture slides were useful and well organized. She is hilarious and tries her best to make lectures fun.","Summarize the following student feedback in a formal, third-person tone.
Course: LIN102
Professor ID: 3102524
Avg Quality: 4.0
Avg Difficulty: 3.5
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Unknown"
LIN203,1881132.0,"Professor ID: 1881132. The professor's student feedback is written in a formal, third-person tone. Summarize the following student feedback in a third-party tone. The student feedback was written by a student.","Summarize the following student feedback in a formal, third-person tone.
Course: LIN203
Professor ID: 1881132
Avg Quality: 1.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Unknown"
LIN204,2490342.0,"The class was read aloud from a PowerPoint, making you want to sleep. Grades assignments like crazy but don't provide a clear rubric, and there is severe grading. The material is somewhat interesting, but the Prof?","Summarize the following student feedback in a formal, third-person tone.
Course: LIN204
Professor ID: 2490342
Avg Quality: 1.45
Avg Difficulty: 4.36
Thumbs Up: 0
Thumbs Down: 3
Grade Mode: Audit/No Grade"
LIN205,2490342.0,"Avoid. Summarize the following student feedback in a formal, third-person tone. Gives free mark but does not inform you when and where to submit. Expect too high for students who treat this as a bird course.","Summarize the following student feedback in a formal, third-person tone.
Course: LIN205
Professor ID: 2490342
Avg Quality: 1.0
Avg Difficulty: 4.5
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Not sure yet"
LIN229,2989012.0,"Samuel is an amazing professor who truly cares about his students and has a sound understanding of phonology. His teaching makes the subject both clear and engaging,increasing interest and curiosity. Very bad prof, super disorganised with the homework, course content and tests.","Summarize the following student feedback in a formal, third-person tone.
Course: LIN229
Professor ID: 2989012
Avg Quality: 4.0
Avg Difficulty: 3.8
Thumbs Up: 1
Thumbs Down: 0
Grade Mode: A+"
LIN323,1902966.0,"Chasin is extremely passionate about what he does, except he is unfair and very dismissive to students. Questions are confusing and marks on assignments are arbitrary. Would NOT recommend Chasin is a great lecturer!","Summarize the following student feedback in a formal, third-person tone.
Course: LIN323
Professor ID: 1902966
Avg Quality: 3.25
Avg Difficulty: 2.0
Thumbs Up: 1
Thumbs Down: 0
Grade Mode: B-"
MAT102,2227812.0,This Professor was the worse professor I had in first year. The examples he went over in class had nothing to do with any of questions I saw on test and quizzes. I survived off the textbooks. He also kind of ignored my question and he was rude overall. Garbage lectures.,"Summarize the following student feedback in a formal, third-person tone.
Course: MAT102
Professor ID: 2227812
Avg Quality: 3.83
Avg Difficulty: 3.0
Thumbs Up: 2
Thumbs Down: 0
Grade Mode: A+"
MAT102,2356917.0,"Student feedback: ""I felt safe speaking up and making mistakes"" ""I got the support I needed and that made all the difference"" ""From day 1, Dr. Fuchs was really patient and supportive -- and also wicked smart""","Summarize the following student feedback in a formal, third-person tone.
Course: MAT102
Professor ID: 2356917
Avg Quality: 5.0
Avg Difficulty: 4.0
Thumbs Up: 1
Thumbs Down: 0
Grade Mode: Unknown"
MAT1210,3068921.0,"Professor Ila has a different style that I think is quite effective. There is an emphasis on learning things together, and her courses do not feel like a competitive environment. She wants you to actually learn, and you do learn, but it is very important to find study partners.","Summarize the following student feedback in a formal, third-person tone.
Course: MAT1210
Professor ID: 3068921
Avg Quality: 5.0
Avg Difficulty: 3.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A+"
MAT133,2825352.0,Professor Erlebach was always available to answer questions after class. Office hours are especially helpful to go more in-depth into course material. The workload was not linear and her attendance was not continuous. The integration problems made me want to differentiate myself with r,"Summarize the following student feedback in a formal, third-person tone.
Course: MAT133
Professor ID: 2825352
Avg Quality: 2.33
Avg Difficulty: 3.22
Thumbs Up: 5
Thumbs Down: 2
Grade Mode: Not sure yet"
MAT133,2872079.0,"Professor Wilches is clear, patient, helpful and has a real connection with his students. His lectures notably help solidify the course material that is very challenging to follow and is quick paced. He is always available before & after classes and is genuinely interested in your success.","Summarize the following student feedback in a formal, third-person tone.
Course: MAT133
Professor ID: 2872079
Avg Quality: 4.67
Avg Difficulty: 2.67
Thumbs Up: 1
Thumbs Down: 0
Grade Mode: A+"
MAT1337,2292775.0,Professor ID: 2292775Avg Quality: 5.0 Average Difficulty: 2.0 Worst Difficulty: 1.5 Worst Best Difficulty: 3.0Best Difficulty: 4.5 Best Difficulty : 4.0 worst Worst Worst: 4th Worst: 3rd Worst: 2nd Worst: 1st Worst: 0th Best: 0.,"Summarize the following student feedback in a formal, third-person tone.
Course: MAT1337
Professor ID: 2292775
Avg Quality: 5.0
Avg Difficulty: 2.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: A+"
MAT135,1187697.0,Bro's lecture has literally 4 students left at the end of the semester. The full course goes from 200 students in the waitlist to half of the courses are empty after the first test. Bernardo wastes time on simple concepts witho.,"Summarize the following student feedback in a formal, third-person tone.
Course: MAT135
Professor ID: 1187697
Avg Quality: 2.42
Avg Difficulty: 3.84
Thumbs Up: 6
Thumbs Down: 9
Grade Mode: A+"
MAT135,2227812.0,"Student feedback on MAT135. Summarize the following student feedback in a formal, third-person tone. ""He knows what he's doing but seems a bit heartless sometimes"" ""He also makes a big deal when students don't know ""basics"" from high school like trig""","Summarize the following student feedback in a formal, third-person tone.
Course: MAT135
Professor ID: 2227812
Avg Quality: 3.0
Avg Difficulty: 4.0
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: B"
MAT135,2283636.0,"Professor Richards was very kind to students. She tried to answer questions during class to make sure students were not lost. Overall, she was a good professor and I will have her for MAT136. She looks like a very respectable person but not the best prof.","Summarize the following student feedback in a formal, third-person tone.
Course: MAT135
Professor ID: 2283636
Avg Quality: 2.0
Avg Difficulty: 3.5
Thumbs Up: 3
Thumbs Down: 2
Grade Mode: Unknown"
MAT135,2388675.0,Professor ID: 2388675                Avg Quality: 5.0                Avg Difficulty: 4.0                         Grade Mode: Unknown                            Courses: MAT135                           Professor Levels: Mathematica.,"Summarize the following student feedback in a formal, third-person tone.
Course: MAT135
Professor ID: 2388675
Avg Quality: 5.0
Avg Difficulty: 4.0
Thumbs Up: 2
Thumbs Down: 0
Grade Mode: Unknown"
MAT135,2544828.0,"Jamal is the best teacher I've had this Fall term, so caring and inspirational that 8-10pm lectures didn't feel a burden. Just make sure you pay your 100% attention during lectures, make notes, show up to tutorials and have your A+. Terrible at explaining. Just do the homework and the readings and you should be fine.","Summarize the following student feedback in a formal, third-person tone.
Course: MAT135
Professor ID: 2544828
Avg Quality: 4.0
Avg Difficulty: 3.33
Thumbs Up: 1
Thumbs Down: 0
Grade Mode: A+"
MAT135,2663447.0,"Professor Lackman is extremely dependent on his students reading the course textbook and knowing most of it when coming into the class. If you go to class prepared, you will have an amazing time with this Professor. Try to interact in the class and MAT135 will be the best course you will take.","Summarize the following student feedback in a formal, third-person tone.
Course: MAT135
Professor ID: 2663447
Avg Quality: 2.5
Avg Difficulty: 3.67
Thumbs Up: 0
Thumbs Down: 0
Grade Mode: Not sure yet"
MAT135,2719173.0,"This professor was the worst professor I had in my first semester at UofT. His lectures were barely understandable, would go outside the course material, and he refused to answer students questions. Prof Alvarez is a really nice person from what I've seen over the course of the semester.","Summarize the following student feedback in a formal, third-person tone.
Course: MAT135
Professor ID: 2719173
Avg Quality: 2.5
Avg Difficulty: 3.33
Thumbs Up: 1
Thumbs Down: 0
Grade Mode: Not sure yet"
